job_title,salary_usd,salary_currency,salary_local,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,benefits_score,company_name
AI Research Scientist,158120,EUR,134402,SE,FT,Netherlands,L,South Korea,50,"Data Visualization, PyTorch, Kubernetes, Statistics",PhD,7,Real Estate,7.7,Algorithmic Solutions
AI Specialist,77719,USD,77719,EN,CT,United States,M,United States,0,"Azure, Spark, Tableau, NLP",Master,0,Media,6.2,Cognitive Computing
AI Specialist,28039,USD,28039,EN,PT,China,S,China,0,"AWS, Tableau, Computer Vision, Hadoop, NLP",Master,0,Automotive,8.7,TechCorp Inc
Robotics Engineer,96472,SGD,125414,MI,FT,Singapore,M,Ireland,50,"Python, SQL, GCP",Master,2,Government,8.0,Cloud AI Solutions
Principal Data Scientist,89844,USD,89844,SE,PT,South Korea,M,Singapore,0,"Computer Vision, Hadoop, AWS, Scala, Spark",Bachelor,5,Finance,7.1,Quantum Computing Inc
AI Research Scientist,79472,SGD,103314,EN,PT,Singapore,L,Nigeria,0,"Scala, Kubernetes, MLOps, NLP, Mathematics",Bachelor,0,Gaming,7.0,Predictive Systems
AI Product Manager,92695,USD,92695,MI,PT,South Korea,L,South Korea,100,"Python, Docker, GCP, TensorFlow",Master,3,Government,5.6,Quantum Computing Inc
NLP Engineer,105477,JPY,11602470,MI,PT,Japan,M,South Africa,0,"Spark, Deep Learning, Mathematics",PhD,2,Finance,5.1,Algorithmic Solutions
AI Consultant,59744,USD,59744,EN,FT,Finland,S,Finland,100,"Mathematics, Data Visualization, PyTorch, MLOps",Master,0,Consulting,6.8,Neural Networks Co
NLP Engineer,75054,JPY,8255940,EN,PT,Japan,M,Israel,0,"Data Visualization, Git, R, Scala",Master,0,Technology,6.7,Smart Analytics
AI Product Manager,75503,USD,75503,MI,FT,South Korea,M,South Korea,100,"Scala, Java, Data Visualization, Git",Associate,4,Education,5.5,Cognitive Computing
AI Specialist,86929,USD,86929,MI,FT,Israel,L,Israel,100,"R, Deep Learning, Spark",PhD,4,Technology,8.8,Predictive Systems
Data Scientist,80667,EUR,68567,MI,FL,France,L,France,0,"TensorFlow, AWS, Statistics, Mathematics, Spark",Bachelor,4,Real Estate,5.3,Predictive Systems
Robotics Engineer,142450,USD,142450,EX,FT,South Korea,S,South Korea,50,"R, Scala, Python",Master,11,Education,9.0,DataVision Ltd
AI Software Engineer,145577,USD,145577,EX,FL,Ireland,S,Ireland,50,"Scala, Tableau, Spark, Statistics",Bachelor,11,Telecommunications,7.6,Machine Intelligence Group
Principal Data Scientist,138782,CHF,124904,MI,FT,Switzerland,L,Switzerland,100,"PyTorch, Git, GCP",Associate,2,Government,5.7,Digital Transformation LLC
Data Scientist,148776,AUD,200848,SE,FL,Australia,M,Australia,100,"R, Tableau, Python, Statistics",PhD,8,Gaming,9.5,DeepTech Ventures
Data Engineer,150654,USD,150654,MI,PT,Norway,L,Thailand,100,"AWS, Computer Vision, Data Visualization, R",Bachelor,4,Consulting,7.4,Advanced Robotics
AI Consultant,262984,USD,262984,EX,CT,Ireland,L,Ireland,0,"Linux, Java, Spark, Scala, Computer Vision",Bachelor,11,Transportation,5.7,Neural Networks Co
AI Specialist,82698,GBP,62024,MI,CT,United Kingdom,S,United Kingdom,50,"Docker, Data Visualization, Spark",Master,2,Consulting,5.7,Neural Networks Co
Robotics Engineer,78355,GBP,58766,MI,FT,United Kingdom,S,United Kingdom,50,"Data Visualization, Python, Statistics, Computer Vision",Master,3,Automotive,7.0,Machine Intelligence Group
AI Product Manager,83880,EUR,71298,MI,FL,France,L,France,100,"Hadoop, PyTorch, Tableau, TensorFlow, NLP",PhD,2,Technology,9.3,Cloud AI Solutions
Data Analyst,67262,GBP,50447,EN,FL,United Kingdom,S,United Kingdom,100,"Data Visualization, Azure, Scala, R",Master,0,Automotive,7.3,Predictive Systems
Computer Vision Engineer,65253,USD,65253,SE,FT,China,M,China,0,"NLP, TensorFlow, Spark",Bachelor,5,Consulting,7.4,AI Innovations
ML Ops Engineer,100727,USD,100727,SE,PT,Israel,S,Israel,0,"Tableau, TensorFlow, GCP, Statistics",Master,5,Automotive,6.0,Cloud AI Solutions
Principal Data Scientist,201256,CAD,251570,EX,CT,Canada,S,Italy,0,"Azure, Python, Computer Vision",Master,17,Media,6.2,DataVision Ltd
Deep Learning Engineer,98333,CHF,88500,EN,CT,Switzerland,S,Poland,100,"GCP, R, SQL, Statistics, Data Visualization",Bachelor,1,Healthcare,6.8,Cognitive Computing
AI Product Manager,238048,GBP,178536,EX,CT,United Kingdom,S,Switzerland,100,"Scala, R, Computer Vision, Kubernetes",PhD,19,Automotive,8.0,Algorithmic Solutions
Computer Vision Engineer,111723,USD,111723,SE,PT,South Korea,S,Ukraine,0,"R, Statistics, Computer Vision, GCP",PhD,6,Transportation,9.7,Autonomous Tech
ML Ops Engineer,62271,EUR,52930,EN,FL,Germany,S,Germany,50,"Linux, R, Git, Hadoop, Docker",Associate,0,Manufacturing,7.1,TechCorp Inc
Machine Learning Researcher,186844,CAD,233555,EX,FL,Canada,L,Canada,100,"Kubernetes, Statistics, Mathematics, Linux, Java",Associate,18,Retail,9.1,Machine Intelligence Group
AI Software Engineer,151803,USD,151803,SE,FL,United States,S,United States,0,"Computer Vision, Data Visualization, R, NLP, Deep Learning",Master,9,Manufacturing,8.0,Neural Networks Co
AI Product Manager,86780,USD,86780,MI,FL,Norway,S,Estonia,50,"Kubernetes, NLP, SQL",Associate,3,Telecommunications,9.0,Quantum Computing Inc
Deep Learning Engineer,92335,USD,92335,EN,FT,Ireland,L,Ireland,100,"AWS, Kubernetes, SQL, Scala",Bachelor,0,Retail,8.0,Algorithmic Solutions
Data Analyst,79908,USD,79908,MI,CT,South Korea,L,South Korea,100,"Hadoop, GCP, Computer Vision, Mathematics",Master,4,Technology,5.5,Autonomous Tech
AI Consultant,139660,USD,139660,MI,CT,Denmark,L,Denmark,100,"Deep Learning, Python, MLOps",Master,4,Government,6.1,Cognitive Computing
Head of AI,55908,CAD,69885,EN,FL,Canada,S,Canada,50,"Linux, SQL, MLOps, Mathematics, Spark",PhD,0,Technology,6.3,Cognitive Computing
Data Engineer,88659,EUR,75360,MI,CT,Austria,L,Austria,100,"AWS, R, NLP, Data Visualization, Tableau",Bachelor,4,Telecommunications,7.5,Neural Networks Co
Machine Learning Engineer,205613,USD,205613,SE,PT,Norway,L,Australia,100,"Deep Learning, TensorFlow, R",Bachelor,8,Real Estate,5.6,Digital Transformation LLC
AI Software Engineer,90371,EUR,76815,EN,FT,Germany,L,Germany,100,"Kubernetes, Java, Mathematics, Scala, GCP",Bachelor,0,Manufacturing,7.1,DeepTech Ventures
Data Analyst,88134,USD,88134,EN,FT,Sweden,L,Sweden,100,"Hadoop, Git, Computer Vision",Associate,0,Automotive,7.3,Autonomous Tech
Computer Vision Engineer,42049,USD,42049,EN,FT,South Korea,M,South Korea,50,"TensorFlow, Statistics, SQL, Git",Associate,1,Government,9.8,Cognitive Computing
AI Consultant,53035,USD,53035,SE,PT,India,M,India,50,"SQL, Computer Vision, Tableau",PhD,8,Media,9.3,Advanced Robotics
Autonomous Systems Engineer,24765,USD,24765,EN,FL,India,S,India,100,"Docker, Python, Mathematics, Kubernetes",PhD,1,Energy,10.0,Quantum Computing Inc
Data Analyst,162474,USD,162474,SE,FT,Denmark,S,Colombia,100,"Computer Vision, R, Scala",Master,5,Transportation,6.3,Predictive Systems
Computer Vision Engineer,156947,USD,156947,EX,FT,Finland,M,Finland,100,"Mathematics, AWS, Deep Learning, Computer Vision",PhD,15,Transportation,7.6,Neural Networks Co
Deep Learning Engineer,174776,USD,174776,EX,CT,Ireland,M,Ireland,50,"Computer Vision, GCP, Scala, Linux, PyTorch",Master,13,Real Estate,6.6,Future Systems
AI Architect,70304,USD,70304,MI,FT,South Korea,L,South Korea,0,"Java, AWS, Tableau",Associate,3,Technology,9.5,Quantum Computing Inc
ML Ops Engineer,172841,USD,172841,EX,PT,Israel,S,Israel,100,"Spark, PyTorch, Git",Master,16,Government,8.7,Autonomous Tech
AI Software Engineer,130736,EUR,111126,SE,FL,Austria,L,Austria,100,"Spark, R, Hadoop, Statistics, SQL",Master,6,Education,9.1,Machine Intelligence Group
AI Research Scientist,250854,EUR,213226,EX,PT,Austria,L,Austria,0,"Deep Learning, Kubernetes, Python, Git",PhD,17,Manufacturing,6.8,TechCorp Inc
AI Consultant,143001,SGD,185901,SE,PT,Singapore,L,Singapore,100,"MLOps, Java, Python, Computer Vision, Docker",Master,7,Healthcare,6.8,Future Systems
AI Product Manager,248777,USD,248777,EX,FL,Sweden,M,Sweden,100,"Tableau, PyTorch, Docker, GCP, TensorFlow",Associate,11,Finance,9.3,Future Systems
AI Software Engineer,287219,SGD,373385,EX,FL,Singapore,L,Netherlands,50,"AWS, Scala, Mathematics, GCP, Docker",Bachelor,11,Transportation,5.1,Autonomous Tech
NLP Engineer,116645,USD,116645,MI,CT,Norway,S,Norway,100,"NLP, SQL, Tableau, AWS",Associate,2,Telecommunications,10.0,Future Systems
AI Product Manager,52061,USD,52061,EN,FL,South Korea,L,South Korea,100,"Computer Vision, SQL, Kubernetes, Git",PhD,0,Gaming,7.8,Cloud AI Solutions
AI Architect,104358,EUR,88704,SE,PT,France,S,Philippines,100,"Linux, R, Spark",Associate,5,Media,6.8,DeepTech Ventures
Machine Learning Engineer,64123,USD,64123,SE,PT,China,S,United States,50,"Computer Vision, Spark, Tableau",Master,7,Real Estate,7.3,Advanced Robotics
AI Specialist,149941,USD,149941,SE,FT,Sweden,L,Ukraine,100,"Hadoop, SQL, TensorFlow, Spark",PhD,6,Gaming,5.6,TechCorp Inc
Deep Learning Engineer,56400,CAD,70500,EN,FL,Canada,M,Canada,50,"Tableau, NLP, PyTorch, Kubernetes",PhD,0,Technology,8.3,DataVision Ltd
AI Research Scientist,95750,USD,95750,SE,CT,Ireland,S,Thailand,0,"Docker, Python, Kubernetes, MLOps, Mathematics",Bachelor,6,Real Estate,9.2,Predictive Systems
AI Research Scientist,64039,EUR,54433,EN,FL,Germany,M,Germany,100,"SQL, Deep Learning, Git, PyTorch",PhD,0,Government,7.7,Cognitive Computing
Data Engineer,56110,EUR,47694,EN,FL,Germany,M,Ireland,50,"Azure, Tableau, TensorFlow, Data Visualization, Deep Learning",PhD,1,Telecommunications,7.0,Future Systems
AI Specialist,124462,USD,124462,MI,PT,Denmark,S,Denmark,50,"NLP, AWS, Computer Vision, Python",Associate,4,Energy,7.4,Neural Networks Co
AI Consultant,190189,EUR,161661,EX,PT,Austria,M,Brazil,50,"Scala, Hadoop, Java, Linux",Master,11,Government,9.4,Neural Networks Co
AI Research Scientist,110339,USD,110339,SE,FL,United States,S,United States,100,"Kubernetes, PyTorch, TensorFlow, Python",Associate,9,Retail,6.2,Quantum Computing Inc
Data Engineer,198685,USD,198685,EX,CT,Israel,M,Israel,0,"MLOps, TensorFlow, Kubernetes",PhD,18,Retail,8.6,Algorithmic Solutions
Robotics Engineer,118424,USD,118424,MI,CT,United States,M,Egypt,100,"Statistics, NLP, Deep Learning",Master,4,Healthcare,9.3,TechCorp Inc
Research Scientist,77664,CHF,69898,EN,PT,Switzerland,M,Canada,50,"Azure, Spark, Python, MLOps, Computer Vision",Associate,0,Consulting,5.3,Future Systems
Research Scientist,60040,USD,60040,EN,FL,Israel,M,Israel,0,"Docker, Python, Azure, Hadoop, Deep Learning",Master,1,Education,6.9,Machine Intelligence Group
NLP Engineer,79791,USD,79791,EN,FL,Denmark,L,Denmark,100,"TensorFlow, Java, Scala, Statistics",Associate,0,Retail,9.2,DeepTech Ventures
AI Product Manager,124008,USD,124008,MI,FT,Denmark,L,Denmark,50,"GCP, Java, TensorFlow, Deep Learning, Computer Vision",Associate,2,Gaming,7.2,Cognitive Computing
AI Consultant,35031,USD,35031,MI,FT,India,S,India,50,"Java, Mathematics, Deep Learning, Data Visualization, TensorFlow",Associate,4,Energy,7.6,AI Innovations
Head of AI,67240,USD,67240,EN,FL,Norway,S,Norway,0,"AWS, Scala, Data Visualization",Bachelor,0,Education,9.8,Quantum Computing Inc
AI Specialist,94732,USD,94732,SE,PT,South Korea,M,South Korea,100,"Statistics, R, Deep Learning",PhD,8,Energy,9.9,Advanced Robotics
Autonomous Systems Engineer,129130,CHF,116217,MI,FT,Switzerland,L,Belgium,0,"Kubernetes, Java, AWS, Azure",Associate,3,Energy,5.6,DataVision Ltd
Data Analyst,228742,EUR,194431,EX,CT,Austria,L,Chile,50,"PyTorch, SQL, Java",PhD,19,Transportation,5.5,DataVision Ltd
Machine Learning Engineer,96859,SGD,125917,MI,FL,Singapore,M,Singapore,100,"Kubernetes, SQL, Deep Learning, Hadoop, PyTorch",Master,4,Education,9.0,Machine Intelligence Group
AI Software Engineer,86548,JPY,9520280,EN,FL,Japan,L,Japan,0,"TensorFlow, Spark, NLP, PyTorch, Data Visualization",Associate,1,Education,5.4,DataVision Ltd
Deep Learning Engineer,145427,EUR,123613,SE,CT,France,L,France,0,"Git, Spark, Computer Vision",Associate,9,Telecommunications,7.9,AI Innovations
Head of AI,144726,USD,144726,SE,FL,South Korea,L,South Korea,0,"Computer Vision, AWS, Docker, PyTorch, Hadoop",Associate,7,Healthcare,6.8,Neural Networks Co
Data Scientist,118275,USD,118275,MI,FL,Finland,L,France,100,"R, Linux, Computer Vision",Master,2,Real Estate,7.7,Algorithmic Solutions
Head of AI,90563,CHF,81507,EN,FL,Switzerland,L,Switzerland,100,"Git, Linux, AWS, Statistics, Hadoop",Bachelor,0,Healthcare,7.9,Quantum Computing Inc
Head of AI,107754,USD,107754,SE,PT,South Korea,S,South Korea,100,"Python, Scala, Linux",Master,9,Energy,8.4,Cognitive Computing
AI Research Scientist,63613,USD,63613,EN,FT,Sweden,S,Sweden,50,"Linux, PyTorch, TensorFlow",Bachelor,1,Finance,5.3,Neural Networks Co
Research Scientist,185435,USD,185435,EX,CT,Ireland,M,Canada,0,"Spark, Docker, Python",Bachelor,15,Technology,8.2,Advanced Robotics
Autonomous Systems Engineer,46410,USD,46410,SE,PT,India,M,India,0,"Scala, Spark, Git, Azure",Associate,9,Energy,6.3,Smart Analytics
ML Ops Engineer,143416,USD,143416,EX,PT,Sweden,S,Sweden,100,"MLOps, R, Computer Vision",PhD,18,Real Estate,5.3,Digital Transformation LLC
AI Consultant,76825,USD,76825,EN,CT,Norway,S,Norway,100,"Computer Vision, R, SQL, Linux, Docker",Associate,0,Real Estate,5.8,Digital Transformation LLC
NLP Engineer,198466,CHF,178619,SE,FL,Switzerland,M,Switzerland,0,"SQL, Tableau, Computer Vision, MLOps",Bachelor,7,Government,9.7,Future Systems
Data Analyst,130066,CHF,117059,MI,CT,Switzerland,S,Switzerland,50,"Mathematics, Hadoop, Python",Master,2,Education,7.7,Advanced Robotics
AI Specialist,112733,EUR,95823,MI,FL,Germany,L,Germany,50,"AWS, Git, PyTorch",PhD,4,Government,6.3,Quantum Computing Inc
Data Scientist,46914,USD,46914,EN,PT,Finland,S,United States,100,"Python, Linux, Spark, Deep Learning",Master,1,Finance,5.8,Smart Analytics
AI Specialist,275297,USD,275297,EX,FL,Israel,L,Vietnam,50,"Tableau, Python, Kubernetes, Computer Vision",Associate,19,Transportation,7.2,Cloud AI Solutions
AI Product Manager,161001,GBP,120751,EX,PT,United Kingdom,S,United Kingdom,50,"Deep Learning, Azure, Kubernetes, Java, SQL",Bachelor,10,Technology,9.6,Algorithmic Solutions
Data Analyst,73717,SGD,95832,EN,PT,Singapore,M,Ukraine,0,"Python, Hadoop, Data Visualization",Master,0,Government,8.3,Cognitive Computing
Data Engineer,173430,AUD,234131,EX,FL,Australia,S,Indonesia,100,"Azure, Spark, Computer Vision",Associate,16,Media,6.3,TechCorp Inc
Data Analyst,289418,USD,289418,EX,FT,Sweden,L,Sweden,50,"Hadoop, Spark, TensorFlow, Linux",Associate,10,Healthcare,5.4,AI Innovations
Autonomous Systems Engineer,25689,USD,25689,MI,FL,India,M,India,0,"Scala, GCP, Tableau, Kubernetes, Java",Associate,4,Automotive,9.6,TechCorp Inc
Data Engineer,60503,USD,60503,EN,FT,Ireland,M,Ireland,50,"Java, Statistics, Computer Vision, R, SQL",PhD,1,Transportation,9.1,DataVision Ltd
AI Architect,278853,USD,278853,EX,PT,Sweden,L,Sweden,50,"Python, Tableau, SQL",Associate,16,Manufacturing,9.2,Machine Intelligence Group
NLP Engineer,84797,EUR,72077,MI,CT,France,L,France,50,"TensorFlow, Python, Hadoop, Kubernetes",Bachelor,4,Real Estate,5.1,TechCorp Inc
Data Engineer,112505,EUR,95629,SE,FT,France,S,France,50,"Data Visualization, Scala, AWS, TensorFlow, Kubernetes",Associate,5,Healthcare,6.5,DeepTech Ventures
Autonomous Systems Engineer,322176,USD,322176,EX,FL,United States,L,United States,100,"Python, Hadoop, SQL",PhD,19,Finance,9.4,Smart Analytics
Machine Learning Engineer,153151,USD,153151,SE,PT,Sweden,L,Sweden,100,"SQL, Spark, MLOps, Data Visualization",Associate,9,Manufacturing,7.7,Advanced Robotics
AI Software Engineer,89864,USD,89864,EN,CT,Norway,L,Hungary,100,"Python, Docker, Tableau, AWS",PhD,0,Technology,9.8,Digital Transformation LLC
Data Scientist,103238,SGD,134209,MI,PT,Singapore,M,Japan,100,"Azure, Statistics, Hadoop, R",Master,3,Consulting,5.3,Autonomous Tech
AI Specialist,62237,USD,62237,MI,FT,South Korea,S,Hungary,100,"Statistics, Tableau, SQL, Spark, Data Visualization",Master,4,Energy,9.5,Autonomous Tech
ML Ops Engineer,250692,EUR,213088,EX,FL,Netherlands,M,Netherlands,50,"Linux, GCP, Python, Mathematics, Azure",PhD,11,Healthcare,8.0,Machine Intelligence Group
ML Ops Engineer,75599,USD,75599,MI,PT,Ireland,M,South Africa,0,"Java, Kubernetes, Mathematics, SQL",Master,2,Consulting,8.9,Advanced Robotics
AI Product Manager,170126,CHF,153113,SE,FT,Switzerland,M,Switzerland,0,"Data Visualization, Statistics, NLP, MLOps",Associate,9,Healthcare,5.6,Digital Transformation LLC
Machine Learning Engineer,112438,EUR,95572,MI,CT,France,L,France,100,"Python, Statistics, AWS, Kubernetes, NLP",Master,4,Government,9.3,DataVision Ltd
AI Specialist,202327,USD,202327,EX,PT,Israel,M,Israel,0,"PyTorch, Linux, R",Associate,17,Retail,7.9,Quantum Computing Inc
Head of AI,49609,EUR,42168,EN,CT,France,S,France,100,"Python, Java, NLP",Associate,1,Retail,6.9,Machine Intelligence Group
Data Analyst,101267,USD,101267,EX,FL,South Korea,S,Indonesia,100,"GCP, Azure, NLP, SQL, R",Bachelor,12,Retail,8.8,DataVision Ltd
Data Engineer,175412,EUR,149100,EX,FT,Germany,S,Germany,100,"Statistics, MLOps, Java",Associate,17,Manufacturing,7.7,Cloud AI Solutions
Robotics Engineer,132763,SGD,172592,SE,CT,Singapore,S,Singapore,50,"Hadoop, Tableau, R, Deep Learning",Associate,6,Manufacturing,7.5,DeepTech Ventures
Head of AI,146012,EUR,124110,EX,CT,Austria,S,United States,50,"Tableau, Linux, Java, R",Master,19,Retail,9.4,TechCorp Inc
AI Architect,128830,USD,128830,SE,PT,Finland,S,Finland,0,"Python, TensorFlow, GCP, Java",Bachelor,9,Consulting,6.9,AI Innovations
Data Analyst,73935,EUR,62845,MI,PT,Germany,S,Germany,50,"PyTorch, Scala, MLOps",Master,2,Technology,8.9,Cognitive Computing
Machine Learning Researcher,20704,USD,20704,EN,FL,India,S,India,100,"Hadoop, Linux, GCP, Statistics",Master,0,Education,5.9,Digital Transformation LLC
AI Software Engineer,106038,USD,106038,EN,PT,United States,L,United States,50,"Spark, R, Deep Learning",Bachelor,1,Telecommunications,5.5,Smart Analytics
Machine Learning Researcher,256638,USD,256638,EX,FT,United States,L,United States,0,"Docker, Scala, Statistics, Data Visualization",Associate,18,Transportation,9.7,DeepTech Ventures
ML Ops Engineer,160139,CHF,144125,MI,FL,Switzerland,L,Japan,0,"Azure, Scala, NLP, Deep Learning, Git",Master,4,Automotive,7.8,Smart Analytics
Data Engineer,125643,USD,125643,MI,CT,United States,L,United States,100,"Linux, Mathematics, Deep Learning, Python, Statistics",Master,2,Media,9.7,Machine Intelligence Group
Research Scientist,33763,USD,33763,EN,FT,China,M,South Africa,50,"Java, Tableau, AWS, Scala, Linux",Associate,1,Automotive,7.1,TechCorp Inc
Computer Vision Engineer,51407,USD,51407,EN,PT,Sweden,M,Sweden,100,"Linux, Mathematics, SQL, MLOps",Associate,0,Gaming,8.2,Autonomous Tech
Data Scientist,93819,USD,93819,SE,FL,Finland,S,Finland,50,"Kubernetes, Java, MLOps, Scala, GCP",Bachelor,9,Manufacturing,8.9,DataVision Ltd
Data Engineer,108668,USD,108668,MI,PT,United States,S,United States,100,"Kubernetes, TensorFlow, GCP",Associate,3,Energy,9.0,Predictive Systems
AI Consultant,128578,AUD,173580,EX,PT,Australia,S,Australia,0,"Kubernetes, SQL, NLP",PhD,19,Technology,9.9,Predictive Systems
AI Specialist,34167,USD,34167,MI,FL,China,M,China,50,"Linux, Scala, Spark, Git",PhD,2,Automotive,6.7,Smart Analytics
Deep Learning Engineer,82557,JPY,9081270,MI,FL,Japan,S,Colombia,50,"MLOps, NLP, R",Master,3,Manufacturing,5.5,Cloud AI Solutions
Machine Learning Engineer,73184,EUR,62206,EN,FL,Austria,M,Austria,100,"Python, SQL, GCP",Master,0,Automotive,7.1,Predictive Systems
Research Scientist,185487,EUR,157664,EX,PT,France,L,France,50,"Python, Deep Learning, Data Visualization, Java",PhD,10,Gaming,8.6,TechCorp Inc
Computer Vision Engineer,184041,JPY,20244510,EX,PT,Japan,M,Sweden,0,"TensorFlow, Java, Linux",PhD,13,Energy,6.9,Machine Intelligence Group
Data Analyst,63990,USD,63990,EN,PT,South Korea,L,Czech Republic,0,"Linux, Mathematics, Tableau, MLOps",PhD,0,Real Estate,8.4,Autonomous Tech
Deep Learning Engineer,77439,USD,77439,EN,FT,Denmark,L,Denmark,100,"Tableau, Git, Linux",PhD,1,Technology,10.0,Predictive Systems
Machine Learning Researcher,54169,CAD,67711,EN,PT,Canada,S,Switzerland,100,"Spark, Azure, SQL, Hadoop, Statistics",PhD,0,Gaming,7.1,Predictive Systems
Deep Learning Engineer,97993,EUR,83294,SE,PT,Germany,S,Germany,0,"Kubernetes, Python, TensorFlow, Statistics",Master,6,Government,6.6,Cognitive Computing
Data Scientist,79820,JPY,8780200,EN,PT,Japan,L,Japan,100,"Azure, Git, R, Java, Scala",Master,1,Technology,6.9,DataVision Ltd
Principal Data Scientist,104484,USD,104484,EN,FT,United States,L,United States,0,"PyTorch, TensorFlow, R, Scala",Master,1,Automotive,5.8,Smart Analytics
Machine Learning Researcher,103925,USD,103925,MI,FL,Sweden,M,United Kingdom,0,"R, PyTorch, Mathematics",Master,3,Telecommunications,8.4,TechCorp Inc
AI Architect,99884,EUR,84901,SE,FL,Germany,S,Germany,0,"Spark, Azure, NLP, Mathematics, SQL",Associate,9,Manufacturing,7.6,TechCorp Inc
